input,candidate,reference
And then I close the book.,Und dann schließe ich das Buch.,Und dann schließe ich das Buch.
"A secure wall is essential for a school yard that is used by pupils, and this is the purpose of the current fortification work.","Eine sichere Wand ist für einen Schulehof, der von Schülern benutzt wird, und dies ist der Zweck der aktuellen Befestigungsarbeit.","Eine standsichere Mauer ist Voraussetzung für einen von Schülern benutzen Schulhof, was durch die aktuellen Befestigungsarbeiten erfolgt ist."
The vehicles collided.,Die Fahrzeuge wurden aufgebaut.,Die Fahrzauge kollidierten.
"In spite of a shutdown, they were able to visit the Statue of Liberty on the second day, and climb the statue on foot.",Trotz eines Schließungszeitunfalls konnten sie die Statue der Freiheitsstatue am zweiten Tag besuchen und die Statue auf dem Fuß erklettern.,Trotz Shutdown konnte am zweiten Tag die Freiheitsstatue mit einer Fähre erreicht und zu Fuß erklommen werden.
"But mice who had not been given the vaccine ""chilled out,"" say the researchers, a sign that the nicotine had reached their brains.","Aber Mäusämter, die nicht dem Impfstoff gegeben worden waren, sagen die Forscher, ein Zeichen, das der Nikotin erreicht hatte, das ihnen Gehirn erreichte.","Mäuse ohne Impfung dagegen hätten eine „Auszeit“ genommen, erklärten die Forscher, ein Zeichen dafür, dass das Nikotin ihr Gehirn erreicht habe."
"Brent crude, a benchmark for international crude also used by U.S. refineries, fell 26 cents to $108.58 a barrel on the ICE exchange in London.","Die Raffinerie, ein Benchmark für internationale Rohstoffe, setzte auch Raffinerien, fiel 26 Cent an US-Dollar, einen Barrel auf dem ICE-Überfälle in London.","Rohöl von der Sorte Brent, ein Referenzwert für internationales Rohöl, das auch von US-amerikanischen Raffinerien verwendet wird, fiel an der ICE Exchange in London um 26 Cent auf 108,58 USD pro Barrel."
"I voted for President Obama twice, sharing hope in possibility of change","Ich habe für Präsident Obama zweimal gestimmt, indem ich hoffe, dass es möglich ist, Änderungen an den Tag zu legen","Ich habe Präsident Obama zweimal gewählt in der Hoffnung darauf, dass Veränderung möglich sei"
"Meanwhile, Mr Kerry is scheduled to head this weekend to the Middle East and Poland to address rancor over U.S. strategies in the Syria, Egypt and Iran as well as U.S. surveillance activities.","Inzwischen ist Herr Kerry an diesem Wochenende an den Mittleren Osten und Polen in den USA angesetzt, um über U.S. Strategien in Syrien, Ägypten und Iran sowie über die Überwachungstätigkeit zu sprechen.","Währenddessen steht für John Kerry am Wochenende eine Reise in den Nahen Osten und nach Polen an, um sich dort mit dem Groll über die US-amerikanische Strategie in Syrien, Ägypten und Iran sowie die US-amerikanischen Überwachungsaktivitäten auseinanderzusetzen."
Businesses could also be required to account for the number of 457 visa holders after previously businesses who had intended to sponsor a small number of workers then employed hundreds.,"Auch die Zahl der Visumvisäter nach einem Vorfall, die vorher eine kleine Anzahl von Arbeitnehmern in der Arbeitswelt beabsichtigten, könnte auch die Zahl der Arbeiter in Höhe von 457 Visumantragsteller berücksichtigen.","Firmen könnten außerdem verpflichtet werden, Rechenschaft über die Anzahl der 457-Visumsinhaber abzulegen, nachdem in der Vergangenheit Unternehmen, die zunächst nur eine kleine Anzahl von Arbeitern unterstützen wollten, schließlich Hunderte eingestellt haben."
It was really daring what they did.,"Es war wirklich wagte es, was sie getan haben.","Es war wirklich mutig, was sie getan haben."
"For more than 30 years, Josef Winkler has been writing from the heart, telling of the hardships of his childhood and youth."," Josef Winkler schreibt seit mehr als 30 Jahren aus dem Herzen, indem er die Schwäche seiner Kindheit und Jugend erzählt.",Josef Winkler schreibt sich seit mehr als 30 Jahren die Nöte seiner Kindheit und Jugend von der Seele.
"""In home cooking, there is much to be discovered - with a few minor tweaks you can achieve good, if not sometimes better results,"" said Proctor.","""In der Heimatküche gibt es viel zu entdecken - mit ein paar kleinere Korrekturen Sie können gut, wenn nicht sogar besser Ergebnisse"", sagte Proctor.","""In der Hausküche gibt es viel zu entdecken, mit ein paar kleinen Kniffen kann man gute, wenn nicht teilweise bessere Ergebnisse erzielen"", sagt Proctor."
"For large companies, the message has long since been drummed home that picking up a free USB stick at a trade fair, or leaving a laptop unguarded in a hotel room are unwise, to say the least.","Für große Unternehmen ist die Botschaft seit langem einmalig, dass die Trommelbücher, die einen Freihandelsaustausch auf einem Handel kaufen oder einen Laptop ohne Notebook in einem Hotel verlieren, unklug, zumindest sagen.","In großen Unternehmen wird Mitarbeitern schon lange eingebläut, dass das Mitnehmen eines kostenlosen USB-Sticks auf einer Messe oder das unbewachte Liegenlassen eines Laptops im Hotelzimmer nicht ratsam sei, gelinde gesagt."
"Zita Köhler, the Chairperson of the Parish Council, agreed to give a talk on Biblical proverbs after breakfast.","Zita Köhler, der Vorsitzende des Rates der Parish, hat sich zugesagt, nach dem Frühstück einen Gesprächstag über die biblischen Prozessionen zu sprechen.","Zita Köhler, die Vorsitzende des Kirchengemeinde- rats, ging nach dem Frühstück in einem Vortrag auf die biblischen Sprichwörter ein."
"The Criminal Investigation Department is investigating the matter, it was stated on Friday.","Die Abteilung zur Abteilung für Strafverfolgung ist eine Untersuchung, die am Freitag erfolgt.","Die Kriminalpolizei ermittelt, hieß es am Freitag."
"Uli, boss of the large ham factory in Schwarzwald, explained to Jumbo how the Bonndorf company, ""Adler"", operates.","Uli, Chef der großen Fabrik in Schwarzwald, erklärte Jumbo, wie die Bonndorf-Unternehmen ""Adler"" betreibt.","Uli als Chef der großen Schinkenfabrik im Schwarzwald erklärt Jumbo die Arbeitsweise der Firma ""Adler"" in Bonndorf."
"On Sunday, the Leinstetten Music Society will entertain audiences with a morning session, with the Böffingen Farmer's Band as guests from 2:00 p.m., and then the ""Oldies"" will bring the celebrations to a close.","Die Leinstadt-Gesellschaft der Leinsten Musikgesellschaft wird von den Böffingenars Vormittagssitzungen von 2:00 Uhr und danach die ""Alten"" zum Feiern veranstaltet.","Am Sonntag unterhält der Musikverein Leinstetten zum Frühschoppen, ab 14 Uhr ist die Bauernkapelle Böffingen zu Gast, und die ""Oldies"" lassen dann das Fest ausklingen."
"And as soon as the vociferous request for ""derby winners stand up"" came from the south stand upon kick-off, everything was back to normal.","Und sobald die lautliche Anfrage nach ""derby-Gewinner"" kam von dem Sühnopfer auf den Süden, wurde alles zurück zu normal.","Und spätestens als mit Anpfiff von der Südtribüne die lautstarke Aufforderung ""Derbysieger steht auf"" kam, war wieder alles wie immer."
The passing of the bill comes amid a string of measures to reinforce national security in the wake of the September's attack by Islamist gunmen on the Westgate shopping mall.,Die Verabschiedung des Gesetzes kommt in einer Reihe von Maßnahmen zur Stärkung der nationalen Sicherheit im Anschluss an den Angriff des September-Angriffs durch islamistische Bewaffnung auf der Westgate Shopping Mall.,"Die Verabschiedung des Gesetzes gehört zu einer Reihe von Maßnahmen, mit denen die nationale Sicherheit im Nachgang zu den Angriffen durch bewaffnete Islamisten auf das Westgate-Einkaufszentrum im September gestärkt werden soll."
"As a result, revolt is brewing, especially in France, once the EU's main cheerleader.","Infolgedessen wird die Revolte insbesondere in Frankreich, einst als Hauptleiter der EU, geschlagen.","Als Folge zieht eine Revolte herauf, besonders in Frankreich, dem einstigen Cheerleader der EU."
"Without the support of the only other maker of large modern jets, experts say its call for a new industry standard is unlikely to fly, but could distract from a wave of 777X sales.","Ohne die Unterstützung der einzigen anderen Hersteller von Großmodernen Jets sagen Experten, dass sie für einen neuen Industriestandard wahrscheinlich nicht fliegen werden, könnten aber von einer Welle von 777X26 ablenken.","Ohne die Unterstützung des einzigen anderen Herstellers großer moderner Jets sagen Experten, dass der Ruf nach einem neuen Branchenstandard vermutlich verpuffen werde, aber von der Welle von 777X-Verkäufen ablenken könnte."
"""Egypt today is a civil, national, constitutional and modern state,"" Morsi, wearing a blue business suit and a red tie, told the judges in the wood-panelled chamber where he took the oath of office.","""Ägypten ist heute ein ziviles, nationales, verfassungsrechtliches und modernes Staatsoberhaupt"", trug Mursi, einen blauen Gesang und eine rote Krawatte, erzählt die Richter im Holzschmelzhaus, wo er das Amt des Büros erworben hat.","„Ägypten ist heute ein ziviler, nationaler, verfassungsmäßiger und moderner Staat“, erklärte der in einen blauen Anzug mit roter Krawatte gekleidete Mursi den Richtern in der holzgetäfelten Kammer, in der er den Amtseid ablegte."
The CDC found the prevalence of food allergies among children increased 18 percent between 1997 and 2007.,Das Einbringen der Skeptiker bei Kindern wurde 1997 und 2007 zu einem Vorrat geführt.,Die Verbreitung von Lebensmittelallergien unter Kindern hat laut CDC zwischen 1997 und 2007 um 18 Prozent zugenommen.
Pamela Anderson is the latest celebrity to shock fans with a dramatic new hairdo.,Pamela Anderson ist der neueste Promo-Rennstoß mit einem dramatischen Frisör.,"Pamela Anderson ist der neueste Star, der seine Fans mit einem drastischen neuen Haarschnitt schockiert."
"English literature courses will require pupils to study at least one Shakespeare play, a 19th century novel, Romantic poetry and contemporary British fiction from 1914 onwards.","Englische Literaturkurse werden Schülerinnen und Schüler benötigen, mindestens ein Shakespeare spielen, ein Roman Roman, eine Romanische Poesie und Gedächtnismaterialgassika aus 1914en Gründen.","In Kursen zu englischer Literatur müssen Schüler künftig mindestens ein Stück von Shakespeare, einen Roman des 19. Jahrhunderts, romantische Lyrik und zeitgenössische britische Romane ab 1914 behandeln."
"Only one second later, the experienced Ballerstedt managed to take second place in the overall standings.","Nur ein zweiter später, der Ballerstedt hatte es geschafft, im Gesamtwert des Gesamtwertes zu einem zweiten Platz zu gehen.",Nur eine Sekunde dahinter konnte sich der Routinier Ballerstedt den zweiten Platz in der Gesamtwertung sichern.
"Even though there were signs and we had talked about menstruation, she was not emotionally prepared.","Obwohl es Anzeichen und wir über die Menstruation gab, war sie nicht emotional vorbereitet.","Auch wenn es erste Anzeichen gab und wir über Menstruation gesprochen hatten, war sie emotional nicht vorbereitet."
"""Germany's most-loved ham,"" said Jumbo, presenting the Black Forest ham.","""Deutschlands meistlosen Schinken"", sagte Jumbo, den Schwarzwaldhund zu präsentieren.","""Deutschlands liebster Schinken"", wie Jumbo den Schwarzwälder Schinken ankündigt."
Around 50 listeners enjoyed the sounds of the Hammrich musicians.,Rund 50 Zuhörer genossen die Klänge der Hamm-Musiker.,Etwa 50 Zuhörer erfreuen sich an den Klängen der Hammricher Musiker.
"The student volunteers usually pay their own way to Cameroon, often arriving with donated medical supplies.","Die Studenten ehrenamtlich zahlen ihre eigene Art und Weise nach Kamerun, oft mit medizinischen Versorgungen.",Die Studenten bezahlen ihre Reise nach Kamerun normalerweise selbst und bringen häufig gespendetes Sanitätsmaterial mit.
"""These cartels are stupid if they think that they can dig through under the radar,"" said the US Attorney for the District of Southern California, Laura Diffy, at a press conference held in front of a warehouse in San Diego, where the end of the tunnel was discovered.","""Die Kartelle sind dumm, wenn sie glauben, dass sie durch den Radikalismus durch den Radar schwindeln können"", sagte die US-amerikanische US-Regierung für den Distrikt von Südkalifornien, Lauray, bei einer Pressekonferenz vor einem Lager in San Diego, wo das Ende des Tunnels entdeckt wurde.","""Diese Kartelle sind dumm, wenn sie meinen, sie könnten sich unter dem Radar hinweg durchgraben"", sagte die Generalstaatsanwältin des US-Distrikts Southern California, Laura Duffy, bei einer Pressekonferenz vor einem Lagerhaus in San Diego, wo das eine Ende des Tunnels entdeckt worden war."
