input,candidate,reference
"In 2008, the Schleeh carpentry company from Baiersbronn built the hospital station in Socogim, a poor district on the edge of the Capital, in the record time of less than one week - free of charge.","Im Jahr 2008 baute die Firma Schleeh eine Karpfenanbauerin aus Baiersbronn, einem schlechten Bezirk an der Spitze der Kapitalhütte, in der Rekordzeit von weniger als einer Woche - kostenlos.","Im Jahr 2008 hat die Zimmerei Schleeh aus Baiersbronn in der Rekordzeit von knapp einer Woche die Krankenstation in Socogim, ein Elendsviertel am Rande der Hauptstadt erstellt - ehrenamtlich."
Germany's largest national church has launched a campaign advertising the minister's position.,Die größte nationale Kirche Deutschlands hat eine Werbekampagne für die Position des Minister gestartet.,"Deutschlands größte Landeskirche hat eine Offensivegestartet, um für den Beruf des Pastors zu werben."
"When conductor, Bianca Willmann, raised the baton at 7:30 p.m., the thermometer was still reading 25 degrees.","Als der Durchgang von Bianca Willmann, um 19:30 Uhr das Fledermaus erhob, lag das Thermometer noch 25 Grad.","Als Dirigentin Bianca Willmann um 19.30 Uhr den Taktstock hebt, zeigt das Thermometer immer noch 25 Grad."
And heavier devices such as laptops will continue to have to be stowed because of concern they might injure someone if they go flying around the cabin.,"Und schwerereiche Geräte wie Laptops müssen weiterhin gestärkt werden, weil sie jemanden verletzen könnten, wenn sie um die Kabine fliegen.","Und schwerere Geräte wie Laptops müssen auch weiterhin verstaut werden, da hier eine Verletzungsgefahr besteht, falls sie durch die Kabine fliegen."
Physical changes don't mean puberty is imminent,"Die konkreten Änderungen meinen keine Pubertät, sondern die Pubertät ist unmittelbar bevorstehend.",Körperliche Veränderungen bedeuten noch nicht unmittelbar die Pubertät
His state recently put tracking devices on 500 cars to test out a pay-by-mile system.,Sein Staat hat kürzlich 500 Autos Recherchegeräte auf ein Pay-by-Meilen-System ausprobiert.,"Sein Bundesstaat hat kürzlich 500 Autos mit Fahrtenschreibern ausgerüstet, mit denen ein meilenbasiertes Bezahlsystem getestet werden soll."
"Mr Snowden said in his letter that he had faced a ""severe and sustained"" campaign of persecution that forced him from his home.","Herr Snowden sagte in seinem Schreiben, er hätte eine ""kräftige und nachhaltige"" Verfolgungskampagne gegenüberstehen, die ihn aus seiner Heimat erzwungen hat.","Snowden erklärt in seinem Brief, dass er sich einer „ernsthaften und fortlaufenden“ Verfolgungskampagne ausgesetzt sähe, die ihn aus seiner Heimat vertrieben habe."
"In total, four main questions were chosen by the ESA, to which the missions of the ""Cosmic Vision"" programme, initiated in 2007, are to find the answers.","Insgesamt wurden vier wichtige Fragen von der ESA, zu denen die Missionen des 2007 eingeleiteten Programms ""Cosmic Vision"" ausgewählt wurden, auf die Antworten gefunden werden sollen.","Insgesamt vier große Fragen hat die Esa ausgewählt, auf welche die Missionen des 2007 initiierten Programms ""Cosmic Vision"" Antworten finden sollen."
"The wind players wear riding clothes, as they provide musical accompaniment mainly for riders, horses and packs of hounds on drag hunts.","Die Windspieler tragen Reitkleidung, da sie vor allem für Fahrer, Pferde und Pferde auf Schienenjagden muskulöse Begleitungen bieten.","Die Bläser tragen Reitkleidung, weil sie vornehmlich Reiter, Pferde und Hundemeute auf Schleppjagden musikalisch begleiten."
"Before the citizen's initiative project, a banner with the message ""We are in favour"" was put up.","Vor dem Projekt der Bürgerinitiative wurde ein Bynamen mit der Botschaft ""Wir sind zugunsten"" aufgestellt.","Vor der Aktion der BI war ein Transparent mit der Botschaft ""Wir sind dafür"" angebracht worden."
You can even become Federal President with a theology degree.,"Sie können sogar zum Bundespräsidenten werden, in der Theologie.",Man kann damit sogar Bundespräsident werden.
"They are manhandled, their heads held under water, tacked to the wall by their evening gowns.","Sie sind Menschen sind unsachgemäß, ihre Köpfe unter Wasser, die von ihren Abendkleidern an die Wand geführt werden.","Sie werden hart angefasst, mit dem Kopf unter Wasser getaucht, mit ihren Abendroben an die Wand getackert."
"OInce you come to understand that peanuts, in particular, may also contain animal additives as a colourant, people seem to quickly lose courage when following a code of ethics with so many hurdles and pitfalls.","Inzwischen kommt man zu verstehen, dass insbesondere Nebel Zusätze von tierischen Ursprungs als Farbstoff einzuschränken scheinen, die sich rasch mutig zu verlieren scheinen, wenn man einen Ethik-Kodex mit so vielen Hürden und Fallstrichen verfolgt.","Insbesondere wenn man zu verstehen lernt, das auch in Erdnüsse tierische Zusatzstoffe als Farbgeber enthalten seinen können, scheint man mit der Befolgung der Ethik bei so vielen Hürden und Fallen schnell der Mut zu verlassen."
A three-person commission will be set up to ensure the state is delivering services as effectively and efficiently as possible.,"Eine drei-personenkommission wird eingerichtet, um sicherzustellen, dass der Staat so effizient und effektiv wie möglich Dienstleistungen anbietet.","Eine dreiköpfige Kommission wird eingerichtet und soll sicherstellen, dass der Bundesstaat Gesundheitsdienste so effektiv und effizient wie möglich bereitstellt."
Boys - like girls - are hitting puberty earlier.,Boys - wie Mädchen - tragen die Pubertät früher.,Jungen kommen ähnlich wie Mädchen früher in die Pubertät.
"""However, which type of residence you choose is always a personal decision,"" she explains.","""Jedoch, welcher Art von Residence Sie wählen, ist immer eine persönliche Entscheidung"", erklärt sie.","'Welche Wohnform man aber wählt, ist immer eine Individualentscheidung', erklärt sie."
The water rail was fit and well by the time it was released.,Die Wasserschiene war zu einem guten Teil das erste Mal veröffentlicht wurde.,Bei ihrer Freilassung war die Wasserralle wieder fit und gesund.
"In a statement Thursday, a representative for Jagger, 70, says he ""categorically denies that he has ever made a pass at Katy Perry.""","In einer Erklärung, ein Vertreter für Jagger, 70, sagt er ""categisch verneint, er habe jemals bei Katy Perry einen passen Pass gemacht.""","In einer Erklärung sagte ein Vertreter Jaggers, 70, am Donnerstag, dass er „kategorisch verneint, dass er jemals Annäherungsversuche bei Katy Perry unternommen habe“."
I really feel that he should follow in the footsteps of the other guys.,"Ich glaube wirklich, dass er in den Fußstapfen der anderen Jungs folgen sollte.","Ich meine wirklich, er sollte in den Fußstapfen der anderen Kerle folgen."
"Over five weeks, supplies have risen by more than 25 million barrels.",In den mehr als fünf Wochen sind die Lieferungen um mehr als 25 Millionen Barrel gestiegen.,Im Laufe von fünf Wochen war das Angebot um 25 Millionen Barrel gestiegen.
"""It should be tasty, but this doesn't necessarily mean animal-based food,"" said Proctor.","""Es sollte schwächer sein, aber das bedeutet nicht unbedingt, dass tierische Nahrungsmittel zu bedeuten"", sagte Proctor.","""Es soll schmecken, aber das ist nicht nur auf tierische Nahrung zu reduzieren"", so Proctor."
Ben Greenman: The Tenth Anniversary of the New York Comedy Festival: The New Yorker,Ben Greenman: Das zehnte Jahrestag des New York Comedy Festival: New Yorker,Ben Greenman: Zehn Jahre New York Comedy Festival: The New Yorker
"Five matches were scheduled for each team, with every team playing one match against all the others.","Fünf Spiele waren für jedes Team geplant, wobei jedes Team ein Spiel gegen alle anderen gespielt hat.","Es standen fünf Spiele pro Team auf dem Plan, wobei jeder gegen jeden spielte."
"Mr Usher's instant message group included bankers at Barclays and Citigroup, people close to the situation said.","Die sofortige Botschaft von Herrn Usher beinhaltete Banker bei Barclays und Citigroup, die sich der Situation nahten.","Zur Instant Message-Gruppe von Usher gehörten Banker bei Barclays und der Citigroup, sagten der Situation nahestehende Personen."
A trend: The retro look is back once again.,Ein Trend: Der Rücken schaut wieder zurück.,Ein Trend: Der Retro-Look hat wieder Einzug gehalten.
"""It is a frightening place, and it is valid to ask: what is there to prevent Parliament from simply sweeping away the independence of the judiciary tomorrow?"" the paper said, challenging the bill as unconstitutional.","""Es ist ein erschreckender Ort, und es ist gültig, zu fragen: Was gibt es, um zu verhindern, dass das Parlament morgen die Unabhängigkeit der Justiz entfernt?"" das Papier, das gesagt, die Rechnung als verfassungswidrig angefochten.","„Wir befinden uns in einer beängstigenden Lage und man darf sich fragen: Was hält das Parlament davon ab, morgen einfach die richterliche Unabhängigkeit abzuschaffen?“, war in der Zeitung zu lesen, die den Gesetzesentwurf für nicht verfassungsgemäß hält."
"Early on Friday afternoon, two car drivers were seriously injured in a head-on collision on Landesstraße 44 (a rural road).",Am Freitag Nachmittag wurden zwei Autofahrer in einer Hauptaufgabe der Landesstraße 44 (Landstraße) schwer verletzt.,Am frühen Freitagnachmittag sind auf der Landesstraße 44 nahe Revensdorf zwei Autofahrer bei einem Frontalzusammenstoß schwer verletzt worden.
"But now, many are challenging the ethical basis of surgery, knowing that gender identity is complex, and doctors can sometimes get it wrong, not knowing how a child will feel about their gender assignment when they grow up.","Aber heute sind viele herausfordernd, ethisch chirurgische Grundlagen, wissend, dass geschlechtsspezifische Identität komplex ist, und Ärzte manchmal falsch bekommen, nicht wissen, wie ein Kind sich über ihre Geschlechterabtätigkeit fühlt.","Doch inzwischen werden die ethischen Grundlagen einer Operation angezweifelt, nachdem nun bekannt ist, wie komplex die geschlechtliche Identität ist, und dass Ärzte auch falsch liegen können, weil sie nicht wissen, wie sich das Kind beim Aufwachsen mit dem von ihnen zugewiesenen Geschlecht fühlt."
"What is Le Pen doing with her newfound popularity among the French white, working class?",Was macht Le Pen mit ihrer neu entdeckten Popularität unter der französischen weißen Klasse?,Was macht Le Pen mit ihrer neu gewonnen Popularität unter den weißen Franzosen der Arbeiterklasse?
"On the instruction of the Office for the Protection of the Constitution (BfV), Germany's domestic intelligence agency, its mission was to photograph the rooftop of the US outpost, which is located less than 5km from the European Central Bank and Bundesbank.","In der Deutschen Geheimdienstorganisation BfV wurde die Mission auf die Dachterrasse des US-Botschafters, die weniger als 5km von der Europäischen Zentralbank und der Bundesbank entfernt liegt, aufgebaut.","Auf Anweisung des Bundesamtes für Verfassungsschutz und Terrorismusbekämpfung (BVT), des deutschen Innengeheimdienstes, sollte er das Dach des US-Außenpostens fotografieren, der sich weniger als 5 km von der Europäischen Zentralbank und der Bundesbank befindet."
"A second autopsy, however, listed a different cause of death, according to Moore.","Ein zweiter Transporter, jedoch eine andere Todesursache, nach Moore.","Eine zweite Autopsie habe allerdings eine andere Todesursache ergeben, so Moore."
This scores maximum points.,Diese Punkte sind maximal zulässig.,Das wird mit den meisten Punkten bewertet.
"""I am of the opinion that a sufficient basis exists"" for a formal investigation, he said.","""Ich bin der Meinung, dass es eine ausreichende Grundlage gibt"" für eine formelle Untersuchung, sagte er.","„Ich vertrete die Auffassung, dass eine hinreichende Grundlage für eine formelle Ermittlung besteht“, sagte er."
