input,candidate,reference
"It's a book that I thought would uplift me during the doldrums of second-year medical school, and renew in me a sense of hope.","Es ist ein Buch, dass ich mich während der doldenjährigen zweijährigen medizinischen Schule führen würde und erneuern mich in einem Hoffnungssinn.","Es ist ein Buch, von dem ich geglaubt habe, es würde mich während des trübsinnigen zweiten Jahres meines Medizinstudiums aufheitern und mir wieder Hoffnung geben."
She was eating biscuits afterwards.,Sie war danach Kekse gekocht.,Sie hat anschließend ein paar Hundekuchen gefressen.
"Renamo's share of the vote has been declining since 1992, while a newer party, the Democratic Movement of Mozambique (MDM) which was formed by a former Renamo member, is expected to improve its showing at the elections.","Der Neubeginn der Neuen Währung wurde seit 1992 abgeschwächt, während eine neue Partei die Demokratische Bewegung Mosambik (MMDM) von ehemaliger Mitglieder des früheren Volkes erwartet, sich an den Wahlen zu beteiligen.","Renamos Wahlerfolge schrumpfen seit 1992, während eine neuere Partei, die von einem früheren Renamo-Mitglied gegründete Movimento Democrático de Moçambique (MDM), sich vermutlich bei den Wahlen verbessern wird."
"The event is organised by the community hall association, the ski club and the ""Zündkapsele"" (blasting caps) tractor enthusiasts.","Die Veranstaltung wird von der Gemeinschaftsvereinigung, dem Skisub und dem ""Zündkapitär"" organisiert.","Veranstalter sind der Förderverein Mehrzweckhalle, der Skiclub und die Traktorfreunde ""Zündkäpsele""."
"Panic broke out among those waiting, with many hiding behind seats in fear.","Panic brach unter denjenigen, die viele Verstecken hinter sich versteckt hätten.","Unter den Wartenden sei Panik ausgebrochen, viele hätten sich aus Angst hinter Stühlen versteckt."
"Except for the landing of arrival aircraft, flight traffic was temporarily suspended, it was reported.","Abgesehen von der Anlegestelle der Anlegestelle der Anlegestelle wurde der Flugverkehr vorübergehend ausgesetzt, wurde er gemeldet.","Bis auf Landungen sei der Flugverkehr vorübergehend eingestellt worden, hieß es."
"Instead of the projected EUR 1.5 million Euro, the value for last year was EUR 2.5 million.","Anstelle der vorgesehenen 1,5 Millionen Euro waren der Wert für das Vorjahr 2,5 Mio. Euro gestiegen.","Statt der vorgesehenen 1,5 Millionen Euro betrug er im vergangenen Jahr 2,5 Millionen Euro."
"As the festival has expanded, so has the world of comedy.","Wie das Festival expandiert, hat die Welt der Comedy-Komödie.",Mit dem Festival ist auch die Welt der Comedy gewachsen.
"In subsequent hearings, the victims confirmed their ordeal.",In den anschließenden Anhörungen bestätigten die Opfer ihre Leidenschaft.,In späteren Vernehmungen hätten die Geschädigten ihr Martyrium bestätigt.
"According to the police, the accident occurred on Thursday evening at around 10:00 p.m., when a 26-year-old man was cycling illegally, on the left footpath of the Bahnhofplatz in the direction of Marktstätte, on a ladies bicycle.","Nach Angaben der Polizei kam der Unfall am Donnerstagabend um 10:00 Uhr um 22 Uhr, als ein 26-jähriges Mannigerrad illegal auf der linkpath Bahnhofplatz in Richtung Marktstätte, ein Fahrrad.","Zu dem Unfall war es nach Angaben der Polizei gekommen, als ein 26 Jahre alter Mann am Donnerstagabend, gegen 22 Uhr, mit einem Damenfahrrad ordnungswidrig auf dem linken Gehweg vom Bahnhofplatz in Richtung Marktstätte unterwegs war."
"We're delighted to be offering this path in partnership with Land Rover and the MSA, and believe the format offers a new way to experience different rally disciplines in the UK and overseas, and prepare entrants for the rigours and realities of Rally Raid.","Wir freuen uns, diesen Weg in Partnerschaft mit der MSA-SA und der MSA anzubieten, und glauben, dass das Format eine neue Weg zu verschiedenen Disziplinen im Vereinigten Königreich und im Ausland verschiedene Disziplinen für die Vorbereitungen und die Strenge der Rallye Rallye vorbereitet.","Wir freuen uns, diesen Weg in Partnerschaft mit Land Rover und der MSA eröffnen zu können und glauben, dass das Format neue Möglichkeiten erschließt, die verschiedenen Rally-Disziplinen in Großbritannien und dem Ausland zu erleben und Neulinge auf die Strapazen und die Wirklichkeit von Rally Raid vorzubereiten."
"This therefore provided the ideal conditions for pop star, Dieter Thomas Kuhn, and his band.","Deshalb bot Dieter Thomas Kuhn und seine Band die ideale Voraussetzung für Popstar, Dieter Thomas Kuhn und seine Band.",Die besten Voraussetzungen also für Schlagerstar Dieter Thomas Kuhn und seine Band.
Thought travel agents were a thing of the past thanks to the internet?,Dank der Vergangenheit war man mit dem Internet einig.,"Sie dachten, Reisebüros gehören dank Internet der Vergangenheit an?"
Dr. Georges Bwelle and his team of volunteers have performed 700 free surgeries in the past year.,Dr. Georges Bwelle und sein Team haben 700 frei geschäftsführende Gründungen im vergangenen Jahr geleistet.,Dr. Georges Bwelle und sein Freiwilligenteam haben im letzten Jahr 700 kostenlose Operationen durchgeführt.
"""Small and medium sized companies often lack the experience, personnel and financial resources to protect corporate secrets effectively against unauthorised access,"" the BfV warns in a report.","""Kleine und mittelständische Unternehmen fehlen oft an Erfahrung, Personal und Finanzressourcen, um die Unternehmensgeheimnisse wirksam gegen unberechtigte Zugriff"", sagt BfVnt in einem Bericht.","„Kleinen und mittleren Unternehmen fehlen oft die Erfahrung, das Personal und die finanziellen Ressourcen, um Betriebsgeheimnisse effektiv gegen nicht autorisierten Zugriff zu schützen“, warnt das BVT in einem Bericht."
The current measures do not integrate seamlessly into these plans.,Die derzeitigen Maßnahmen lassen sich nicht nahtlos in diese Pläne einbinden.,In diese Planung füge sich die aktuelle Maßnahme nicht nur nahtlos ein.
"Mulcaire, Thurlbeck and Weatherup have admitted phone hacking.","Mulcaire, Thurlbe und Wetterup haben zugegeben, Telefonabhacking.","Mulcaire, Thurlbeck und Weatherup haben das Telefon-Hacking zugegeben."
Rescue workers retrieve a charred body from the house.,Die Rettungnehmer erhalten einen abgesaugten Körper vom Haus.,Die Rettungskräfte bergen eine verkohlte Leiche aus dem Haus.
"""Because animals are fed on fodder instead of grazing, it is dubious whether the vitamin B12 content in meat sold in freezers is actually high,"" commented Proctor.","""Weil Tiere an Futter gefüttert werden, anstatt weiden, ob der Vitamin B12 in freier Zucht verkauft wird, ist es hoch,"" kommentiert Proctor.","""Da Tiere mit Futtermitteln genährt werden, statt auf der Weide zu grasen, ist es fraglich, ob in dem Fleisch, das man in der Kühltruhe kauft, der Vitamin-B12-Anteil hoch ist"", findet Proctor."
"You might ask what is left, however, upon closer inspection the world of vegan nutrition is characterised by great resourcefulness.","Man kann sich fragen, was dennoch näher an eine genauere Inspektion der veganen Ernährungsgewohnheiten der Welt durch große Einführung der Ressourcen zeigen.","Was bleibt, mag man sich fragen, doch bei näherer Betrachtung zeichnet sich die vegane Ernährungswelt durch einen beachtlichen Einfallsreichtum aus."
"On some of the trucks, the front seats may have a defect in the reclining mechanism.",Bei einigen der LKW kann die Frontseite einen Fehler im Bereich des Einsatzes haben.,Bei einigen der Wagen kann es einen Defekt im Mechanismus für das Zurückstellen der Vordersitzlehne geben.
"A young team of visionaries was headed for the White House, and the nation was ready for change.","Ein junger Team von Visionären wurde für das Weiße Haus gedacht, und die Nation war bereit für eine Veränderung.",Ein junges Team von Visionären war auf dem Weg ins Weiße Haus und die Nation war bereit für Veränderung.
"Charlie Brown introduced us to The Great Pumpkin when we were kids, and carving a jack-o-lantern is like decorating a Christmas tree - it's something we've done since we were little.","Charlie Brown hat uns ins The Great Photies eingeführt, als wir Kinder waren, und Carving-o-lantern wie ein Dekor einen Weihnachtsbaum - es ist etwas, was wir seit wir waren waren waren.","Charlie Brown machte uns mit dem Großen Kürbis vertraut, als wir Kinder waren, und das Schnitzen einer Kürbislaterne ist wie das Schmücken des Weihnachtsbaums – etwas, das wir von klein auf gemacht haben."
"Most haven't touched carry-on bag fees, though.",Die meisten von ihnen haben keine Gebühren für die Gebühren angefahren.,Die meisten lassen bislang jedoch die Finger von Gebühren für Handgepäck.
The trick: Here fir branches in the smoker provide the special flavour of Black Forest ham.,Der Trick: Hierbei werden die Zweige in den Rauchern die speziellen Geschmacks von Schwarzwald gewährleistet.,Der Trick: Tannenzweige sorgen hier im Rauch für den besonderen Geschmack des Schwarzwälder Schinkens.
"Additionally, the Defender Challenge will provide a training and test day in February, as well as the option to compete in desert events in North Africa and the Middle East.","Zusätzlich wird der Defender Challenge im Februar eine Trainings- und Testtag ermöglichen sowie die Möglichkeit, in Nordafrika und im Nahen Osten Wettbewerb zu konkurrieren.","Darüber hinaus gibt es bei der Defender Challenge einen Trainings- und Testtag im Februar sowie die Option, an Wüstenrennen in Nordafrika und dem Nahen Osten teilzunehmen."
Report: Obama campaign considered dumping Biden for Hillary Clinton,Report: Obama-Kampagne als Dumping für Hillary Clinton,"Bericht: Obama-Kampagne überlegte, Biden durch Hillary Clinton zu ersetzen"
Anyone who is not fired up for a game like this should stay at home.,Wer nicht für ein Spiel wie dieses sollte zu Hause bleiben.,"Wer in so einem Spiel nicht heiß ist, soll zuhause bleiben."
"Basharat Ditta, 42, would feed information to crime lord Neil Scarbrough","Basharat Ditta, 42, 42, würde Feed Informationen zum Verbrechen von Kriminalroman Neil Scarbrough","Basharat Ditta, 42, gab Informationen an Unterweltgröße Neil Scarborough weiter"
The Los Angeles LAX airport is one of the largest airports in the USA.,Der Los Angeles LAX Airport ist eines der größten Flughäfen der USA.,Der LAX-Flughafen von Los Angeles ist einer größten Flughafen der USA.
The film never slips into prurience or sensationalism - and that's the problem.,Der Film nie zu prurieren oder sensationell zu verwandeln - und das ist das Problem.,Der Film gleitet niemals ab in Lüsternheit oder Sensationslust – und darin liegt sein Problem.
"On the way to their host families in Weymouth, Massachusetts, the pupils of the Schwarzwald Grammar School got to know the American city of New York.","Auf dem Weg zu ihren Herbergen in Weymouth, Massachusetts, kennen die Schüler der Schwarzwald Grammar School, um die amerikanische Stadt New York kennen zu lernen.","Auf dem Weg zu ihren Gastfamilien in Weymouth, Massachusetts, lernten die Schüler des Schwarzwald-Gymnasiums die amerikanische Großstadt New York kennen."
The band's announcement came after they were forced to similarly postpone a gig at the LG Arena in Birmingham on Thursday.,"Die Ankündigung der Band, nachdem sie gezwungen waren, einen Gig auf der LG Arena in Birmingham am Donnerstag zu ähnlichen Verschiebungen zu verzögern.","Die Ankündigung der Band kam, nachdem sie zuvor schon einen Auftritt in der LG Arena in Birmingham am Donnerstag verschieben musste."
"There is debate about what constitutes the actual onset of puberty, but it is considered ""precocious"" when breast enlargement is accompanied by a growth spurt before age 8.","Es gibt Diskussionen darüber, was das eigentliche Beispiel der Pubertät darstellt, aber es wird als ""precrit"" bezeichnet, wenn die Erweiterung mit einem Wachstum vor dem 8. Jahrhundert ein Wachstumspalte einhergeht.","Es ist umstritten, was tatsächlich den Beginn der Pubertät darstellt, doch gilt es „frühreif“, wenn die Brustvergrößerung von einem Wachstumsschub vor einem Alter von acht Jahren begleitet wird."
